TIMESTAMP;PORTFOLIO;ΚΩΔΙΚΟΣ ΕΔΡΕΘ;ΕΝΕΡΓΕΙΑ (kWh);Μήνας;datetime
31/12/2025 18:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
31/12/2025 18:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
31/12/2025 19:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
31/12/2025 19:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
31/12/2025 19:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
31/12/2025 19:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
31/12/2025 20:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
31/12/2025 20:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
31/12/2025 20:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
31/12/2025 20:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
31/12/2025 21:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
31/12/2025 21:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
31/12/2025 21:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
31/12/2025 21:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
31/12/2025 22:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
31/12/2025 22:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
31/12/2025 22:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
31/12/2025 22:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
31/12/2025 23:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
31/12/2025 23:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
31/12/2025 23:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
31/12/2025 23:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/01/2026 00:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2025-12;
01/01/2026 00:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;
01/01/2026 00:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;
01/01/2026 00:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;
01/01/2026 01:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;
01/01/2026 01:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 01:15:00
01/01/2026 01:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 01:30:00
01/01/2026 01:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 01:45:00
01/01/2026 02:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 02:00:00
01/01/2026 02:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 02:15:00
01/01/2026 02:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 02:30:00
01/01/2026 02:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 02:45:00
01/01/2026 03:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 03:00:00
01/01/2026 03:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 03:15:00
01/01/2026 03:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 03:30:00
01/01/2026 03:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 03:45:00
01/01/2026 04:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 04:00:00
01/01/2026 04:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 04:15:00
01/01/2026 04:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 04:30:00
01/01/2026 04:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 04:45:00
01/01/2026 05:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 05:00:00
01/01/2026 05:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 05:15:00
01/01/2026 05:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 05:30:00
01/01/2026 05:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 05:45:00
01/01/2026 06:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 06:00:00
01/01/2026 06:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 06:15:00
01/01/2026 06:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 06:30:00
01/01/2026 06:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 06:45:00
01/01/2026 07:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 07:00:00
01/01/2026 07:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 07:15:00
01/01/2026 07:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 07:30:00
01/01/2026 07:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 07:45:00
01/01/2026 08:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.54;2026-01;2026-01-01 08:00:00
01/01/2026 08:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;1.44;2026-01;2026-01-01 08:15:00
01/01/2026 08:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;2.42;2026-01;2026-01-01 08:30:00
01/01/2026 08:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;15.78;2026-01;2026-01-01 08:45:00
01/01/2026 09:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;29.88;2026-01;2026-01-01 09:00:00
01/01/2026 09:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;38.12;2026-01;2026-01-01 09:15:00
01/01/2026 09:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;49.16;2026-01;2026-01-01 09:30:00
01/01/2026 09:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;58.7;2026-01;2026-01-01 09:45:00
01/01/2026 10:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;65.32;2026-01;2026-01-01 10:00:00
01/01/2026 10:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;70.94;2026-01;2026-01-01 10:15:00
01/01/2026 10:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;75.56;2026-01;2026-01-01 10:30:00
01/01/2026 10:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;79.82;2026-01;2026-01-01 10:45:00
01/01/2026 11:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;83.46;2026-01;2026-01-01 11:00:00
01/01/2026 11:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;86.84;2026-01;2026-01-01 11:15:00
01/01/2026 11:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;89.76;2026-01;2026-01-01 11:30:00
01/01/2026 11:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;91.8;2026-01;2026-01-01 11:45:00
01/01/2026 12:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;93.08;2026-01;2026-01-01 12:00:00
01/01/2026 12:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;94.14;2026-01;2026-01-01 12:15:00
01/01/2026 12:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;94.42;2026-01;2026-01-01 12:30:00
01/01/2026 12:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;94.0;2026-01;2026-01-01 12:45:00
01/01/2026 13:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;93.82;2026-01;2026-01-01 13:00:00
01/01/2026 13:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;92.66;2026-01;2026-01-01 13:15:00
01/01/2026 13:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;90.96;2026-01;2026-01-01 13:30:00
01/01/2026 13:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;88.48;2026-01;2026-01-01 13:45:00
01/01/2026 14:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;85.74;2026-01;2026-01-01 14:00:00
01/01/2026 14:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;81.66;2026-01;2026-01-01 14:15:00
01/01/2026 14:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;77.04;2026-01;2026-01-01 14:30:00
01/01/2026 14:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;71.64;2026-01;2026-01-01 14:45:00
01/01/2026 15:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;65.88;2026-01;2026-01-01 15:00:00
01/01/2026 15:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;58.54;2026-01;2026-01-01 15:15:00
01/01/2026 15:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;47.22;2026-01;2026-01-01 15:30:00
01/01/2026 15:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;36.96;2026-01;2026-01-01 15:45:00
01/01/2026 16:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;27.84;2026-01;2026-01-01 16:00:00
01/01/2026 16:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;18.62;2026-01;2026-01-01 16:15:00
01/01/2026 16:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;2.82;2026-01;2026-01-01 16:30:00
01/01/2026 16:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;1.88;2026-01;2026-01-01 16:45:00
01/01/2026 17:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;1.2;2026-01;2026-01-01 17:00:00
01/01/2026 17:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.52;2026-01;2026-01-01 17:15:00
01/01/2026 17:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.02;2026-01;2026-01-01 17:30:00
01/01/2026 17:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 17:45:00
01/01/2026 18:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 18:00:00
01/01/2026 18:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 18:15:00
01/01/2026 18:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 18:30:00
01/01/2026 18:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 18:45:00
01/01/2026 19:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 19:00:00
01/01/2026 19:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 19:15:00
01/01/2026 19:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 19:30:00
01/01/2026 19:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 19:45:00
01/01/2026 20:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 20:00:00
01/01/2026 20:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 20:15:00
01/01/2026 20:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 20:30:00
01/01/2026 20:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 20:45:00
01/01/2026 21:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 21:00:00
01/01/2026 21:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 21:15:00
01/01/2026 21:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 21:30:00
01/01/2026 21:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 21:45:00
01/01/2026 22:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 22:00:00
01/01/2026 22:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 22:15:00
01/01/2026 22:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 22:30:00
01/01/2026 22:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 22:45:00
01/01/2026 23:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 23:00:00
01/01/2026 23:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 23:15:00
01/01/2026 23:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 23:30:00
01/01/2026 23:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-01 23:45:00
02/01/2026 00:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 00:00:00
02/01/2026 00:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 00:15:00
02/01/2026 00:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 00:30:00
02/01/2026 00:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 00:45:00
02/01/2026 01:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 01:00:00
02/01/2026 01:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 01:15:00
02/01/2026 01:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 01:30:00
02/01/2026 01:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 01:45:00
02/01/2026 02:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 02:00:00
02/01/2026 02:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 02:15:00
02/01/2026 02:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 02:30:00
02/01/2026 02:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 02:45:00
02/01/2026 03:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 03:00:00
02/01/2026 03:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 03:15:00
02/01/2026 03:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 03:30:00
02/01/2026 03:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 03:45:00
02/01/2026 04:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 04:00:00
02/01/2026 04:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 04:15:00
02/01/2026 04:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 04:30:00
02/01/2026 04:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 04:45:00
02/01/2026 05:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 05:00:00
02/01/2026 05:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 05:15:00
02/01/2026 05:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 05:30:00
02/01/2026 05:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 05:45:00
02/01/2026 06:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 06:00:00
02/01/2026 06:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 06:15:00
02/01/2026 06:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 06:30:00
02/01/2026 06:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 06:45:00
02/01/2026 07:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 07:00:00
02/01/2026 07:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 07:15:00
02/01/2026 07:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 07:30:00
02/01/2026 07:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 07:45:00
02/01/2026 08:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.42;2026-01;2026-01-02 08:00:00
02/01/2026 08:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;1.24;2026-01;2026-01-02 08:15:00
02/01/2026 08:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;1.96;2026-01;2026-01-02 08:30:00
02/01/2026 08:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;16.04;2026-01;2026-01-02 08:45:00
02/01/2026 09:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;31.64;2026-01;2026-01-02 09:00:00
02/01/2026 09:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;41.32;2026-01;2026-01-02 09:15:00
02/01/2026 09:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;48.48;2026-01;2026-01-02 09:30:00
02/01/2026 09:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;49.72;2026-01;2026-01-02 09:45:00
02/01/2026 10:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;67.1;2026-01;2026-01-02 10:00:00
02/01/2026 10:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;73.64;2026-01;2026-01-02 10:15:00
02/01/2026 10:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;76.8;2026-01;2026-01-02 10:30:00
02/01/2026 10:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;81.88;2026-01;2026-01-02 10:45:00
02/01/2026 11:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;85.2;2026-01;2026-01-02 11:00:00
02/01/2026 11:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;84.98;2026-01;2026-01-02 11:15:00
02/01/2026 11:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;93.84;2026-01;2026-01-02 11:30:00
02/01/2026 11:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;92.38;2026-01;2026-01-02 11:45:00
02/01/2026 12:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;82.5;2026-01;2026-01-02 12:00:00
02/01/2026 12:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;85.56;2026-01;2026-01-02 12:15:00
02/01/2026 12:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;85.48;2026-01;2026-01-02 12:30:00
02/01/2026 12:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;74.96;2026-01;2026-01-02 12:45:00
02/01/2026 13:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;66.16;2026-01;2026-01-02 13:00:00
02/01/2026 13:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;55.84;2026-01;2026-01-02 13:15:00
02/01/2026 13:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;50.44;2026-01;2026-01-02 13:30:00
02/01/2026 13:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;50.84;2026-01;2026-01-02 13:45:00
02/01/2026 14:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;66.68;2026-01;2026-01-02 14:00:00
02/01/2026 14:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;43.56;2026-01;2026-01-02 14:15:00
02/01/2026 14:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;22.18;2026-01;2026-01-02 14:30:00
02/01/2026 14:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;18.7;2026-01;2026-01-02 14:45:00
02/01/2026 15:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;15.42;2026-01;2026-01-02 15:00:00
02/01/2026 15:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;13.76;2026-01;2026-01-02 15:15:00
02/01/2026 15:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;11.54;2026-01;2026-01-02 15:30:00
02/01/2026 15:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;9.44;2026-01;2026-01-02 15:45:00
02/01/2026 16:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;7.96;2026-01;2026-01-02 16:00:00
02/01/2026 16:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;6.7;2026-01;2026-01-02 16:15:00
02/01/2026 16:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;4.96;2026-01;2026-01-02 16:30:00
02/01/2026 16:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;2.96;2026-01;2026-01-02 16:45:00
02/01/2026 17:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;1.2;2026-01;2026-01-02 17:00:00
02/01/2026 17:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.2;2026-01;2026-01-02 17:15:00
02/01/2026 17:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 17:30:00
02/01/2026 17:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 17:45:00
02/01/2026 18:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 18:00:00
02/01/2026 18:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 18:15:00
02/01/2026 18:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 18:30:00
02/01/2026 18:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 18:45:00
02/01/2026 19:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 19:00:00
02/01/2026 19:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 19:15:00
02/01/2026 19:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 19:30:00
02/01/2026 19:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 19:45:00
02/01/2026 20:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 20:00:00
02/01/2026 20:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 20:15:00
02/01/2026 20:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 20:30:00
02/01/2026 20:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 20:45:00
02/01/2026 21:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 21:00:00
02/01/2026 21:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 21:15:00
02/01/2026 21:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 21:30:00
02/01/2026 21:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 21:45:00
02/01/2026 22:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 22:00:00
02/01/2026 22:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 22:15:00
02/01/2026 22:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 22:30:00
02/01/2026 22:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 22:45:00
02/01/2026 23:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 23:00:00
02/01/2026 23:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 23:15:00
02/01/2026 23:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 23:30:00
02/01/2026 23:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-02 23:45:00
03/01/2026 00:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 00:00:00
03/01/2026 00:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 00:15:00
03/01/2026 00:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 00:30:00
03/01/2026 00:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 00:45:00
03/01/2026 01:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 01:00:00
03/01/2026 01:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 01:15:00
03/01/2026 01:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 01:30:00
03/01/2026 01:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 01:45:00
03/01/2026 02:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 02:00:00
03/01/2026 02:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 02:15:00
03/01/2026 02:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 02:30:00
03/01/2026 02:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 02:45:00
03/01/2026 03:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 03:00:00
03/01/2026 03:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 03:15:00
03/01/2026 03:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 03:30:00
03/01/2026 03:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 03:45:00
03/01/2026 04:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 04:00:00
03/01/2026 04:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 04:15:00
03/01/2026 04:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 04:30:00
03/01/2026 04:45;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 04:45:00
03/01/2026 05:00;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 05:00:00
03/01/2026 05:15;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 05:15:00
03/01/2026 05:30;GREEN_VALUE_BZ01_NDR_MS_N;18062;0.0;2026-01;2026-01-03 05:30:00
