"The day ahead auction data provided in the download is for private and internal use only. The utilization of any data, whether in its raw or derived form, for external or commercial purposes is expressly prohibited. Should you require licensing for market-related data, please direct your inquiries to the original data providers, including but not limited to EPEX SPOT SE and Nord Pool AS.",,,
Date (GMT+2),Non-Renewable,Renewable,Day Ahead Auction (GR)
2025-02-17T17:00+02:00,5457,1436,176.87
2025-02-17T18:00+02:00,5220,1428,224.35
2025-02-17T19:00+02:00,5334,1400,269.42
2025-02-17T20:00+02:00,5238,1176,216.86
2025-02-17T21:00+02:00,5498,1000,179.47
2025-02-17T22:00+02:00,5336,761,165.32
2025-02-17T23:00+02:00,5221,592,161.88
2025-02-18T00:00+02:00,4900,493,147.26
2025-02-18T01:00+02:00,5049,337,136
2025-02-18T02:00+02:00,4723,318,133.53
2025-02-18T03:00+02:00,4489,371,125.45
2025-02-18T04:00+02:00,4442,458,124.92
2025-02-18T05:00+02:00,4409,599,130.87
2025-02-18T06:00+02:00,4836,743,152.16
2025-02-18T07:00+02:00,4781,790,230
2025-02-18T08:00+02:00,5111,1364,359.81
2025-02-18T09:00+02:00,4947,2012,193.8
2025-02-18T10:00+02:00,5064,2853,166.57
2025-02-18T11:00+02:00,4903,3271,147.46
2025-02-18T12:00+02:00,4976,3596,140
2025-02-18T13:00+02:00,5244,3746,139.52
2025-02-18T14:00+02:00,5284,3561,137.27
2025-02-18T15:00+02:00,5509,2983,145.13
2025-02-18T16:00+02:00,5453,2020,177.7
2025-02-18T17:00+02:00,5403,1340,402.06
2025-02-18T18:00+02:00,5740,1421,298.62
2025-02-18T19:00+02:00,5683,1402,315.75
2025-02-18T20:00+02:00,5711,1221,280.28
2025-02-18T21:00+02:00,5950,956,189.77
2025-02-18T22:00+02:00,6035,661,178.86
2025-02-18T23:00+02:00,5831,574,178.85
2025-02-19T00:00+02:00,5318,660,144
2025-02-19T01:00+02:00,5138,651,138.36
2025-02-19T02:00+02:00,4790,618,135.54
2025-02-19T03:00+02:00,4727,683,132.9
2025-02-19T04:00+02:00,4531,780,131.89
2025-02-19T05:00+02:00,4622,917,133.11
2025-02-19T06:00+02:00,4521,1313,143.67
2025-02-19T07:00+02:00,4606,1719,178.85
2025-02-19T08:00+02:00,4907,2523,216.93
2025-02-19T09:00+02:00,4777,3532,178.85
2025-02-19T10:00+02:00,4484,4554,157.92
2025-02-19T11:00+02:00,3148,5255,114.69
2025-02-19T12:00+02:00,2830,5900,117.27
2025-02-19T13:00+02:00,2607,6306,108.5
2025-02-19T14:00+02:00,2812,6397,108.95
2025-02-19T15:00+02:00,3067,5780,124.99
2025-02-19T16:00+02:00,3800,4705,149.89
2025-02-19T17:00+02:00,4708,3358,167.31
2025-02-19T18:00+02:00,5146,3061,178.31
2025-02-19T19:00+02:00,5243,3327,171.91
2025-02-19T20:00+02:00,5294,3272,169.3
2025-02-19T21:00+02:00,5209,2938,165
2025-02-19T22:00+02:00,4983,2474,159.76
2025-02-19T23:00+02:00,4832,2326,155.45
2025-02-20T00:00+02:00,4616,2354,137.99
2025-02-20T01:00+02:00,4574,2235,132.14
2025-02-20T02:00+02:00,3869,2161,127.24
2025-02-20T03:00+02:00,3750,2073,119.87
2025-02-20T04:00+02:00,3832,2024,115.47
2025-02-20T05:00+02:00,4030,1974,130.19
2025-02-20T06:00+02:00,4467,2136,142.01
2025-02-20T07:00+02:00,4408,2569,213.97
2025-02-20T08:00+02:00,4256,3640,305.21
2025-02-20T09:00+02:00,4257,4778,177.68
2025-02-20T10:00+02:00,3542,5657,119.85
2025-02-20T11:00+02:00,2521,6149,104.47
2025-02-20T12:00+02:00,2565,6073,90.28
2025-02-20T13:00+02:00,2487,6122,91.58
2025-02-20T14:00+02:00,2426,5806,97.58
2025-02-20T15:00+02:00,2861,5030,108.57
2025-02-20T16:00+02:00,4305,3956,147.89
2025-02-20T17:00+02:00,5053,2815,162.05
2025-02-20T18:00+02:00,5445,2494,314.97
2025-02-20T19:00+02:00,5673,2590,371.79
2025-02-20T20:00+02:00,5570,2331,316.72
2025-02-20T21:00+02:00,5195,2222,190.67
2025-02-20T22:00+02:00,5216,2026,180.1
2025-02-20T23:00+02:00,5152,1728,177.01
2025-02-21T00:00+02:00,4981,1689,146.13
2025-02-21T01:00+02:00,4557,1515,136.78
2025-02-21T02:00+02:00,3812,1455,133.13
2025-02-21T03:00+02:00,3800,1431,119.37
2025-02-21T04:00+02:00,3712,1520,120.76
2025-02-21T05:00+02:00,3914,1542,125.45
2025-02-21T06:00+02:00,4375,1711,141.76
2025-02-21T07:00+02:00,4372,2039,183.21
2025-02-21T08:00+02:00,4453,3291,178.86
2025-02-21T09:00+02:00,4279,4631,149.42
2025-02-21T10:00+02:00,3609,5726,127.77
2025-02-21T11:00+02:00,2260,6254,102.9
2025-02-21T12:00+02:00,2062,6326,87
2025-02-21T13:00+02:00,1973,6524,79.8
2025-02-21T14:00+02:00,1933,6496,78.94
2025-02-21T15:00+02:00,2472,5769,98.77
2025-02-21T16:00+02:00,3350,4521,137.62
2025-02-21T17:00+02:00,4299,3472,178.86
2025-02-21T18:00+02:00,4733,3064,230.76
2025-02-21T19:00+02:00,4877,3133,238.99
2025-02-21T20:00+02:00,4766,2744,239.59
2025-02-21T21:00+02:00,4455,2667,185.2
2025-02-21T22:00+02:00,4386,2576,178.86
2025-02-21T23:00+02:00,4425,2381,149.86
2025-02-22T00:00+02:00,4080,2368,135
2025-02-22T01:00+02:00,4202,2360,139.84
2025-02-22T02:00+02:00,3536,2288,132.66
2025-02-22T03:00+02:00,3143,2228,128.74
2025-02-22T04:00+02:00,3050,2146,122.58
2025-02-22T05:00+02:00,3389,2123,125.6
2025-02-22T06:00+02:00,3728,2089,132
2025-02-22T07:00+02:00,3836,2246,158.57
2025-02-22T08:00+02:00,3927,3199,141.42
2025-02-22T09:00+02:00,3105,4474,101.96
2025-02-22T10:00+02:00,2283,5416,70.06
2025-02-22T11:00+02:00,1619,5893,57.6
2025-02-22T12:00+02:00,1628,5883,54.63
2025-02-22T13:00+02:00,1626,5788,50.11
2025-02-22T14:00+02:00,1800,5657,55.42
2025-02-22T15:00+02:00,2125,4824,68.2
2025-02-22T16:00+02:00,3263,3601,128.74
2025-02-22T17:00+02:00,3928,2135,192.13
2025-02-22T18:00+02:00,4768,2077,260.79
2025-02-22T19:00+02:00,5054,2040,250.18
2025-02-22T20:00+02:00,5080,1771,243.13
2025-02-22T21:00+02:00,5203,1049,207.1
2025-02-22T22:00+02:00,5368,861,182.68
2025-02-22T23:00+02:00,5258,835,178.86
2025-02-23T00:00+02:00,4778,636,168.2
2025-02-23T01:00+02:00,4938,540,138.56
2025-02-23T02:00+02:00,4020,544,140.82
2025-02-23T03:00+02:00,3873,509,129.01
2025-02-23T04:00+02:00,3661,476,128.68
2025-02-23T05:00+02:00,3725,492,129
2025-02-23T06:00+02:00,3795,646,135.92
2025-02-23T07:00+02:00,3795,926,140.82
2025-02-23T08:00+02:00,4200,1337,136.82
2025-02-23T09:00+02:00,3969,1946,117.5
2025-02-23T10:00+02:00,3062,3227,101.91
2025-02-23T11:00+02:00,3056,3337,100
2025-02-23T12:00+02:00,3252,3490,103.58
2025-02-23T13:00+02:00,3101,3324,105
2025-02-23T14:00+02:00,3177,2858,100.06
2025-02-23T15:00+02:00,3474,2090,105
2025-02-23T16:00+02:00,4041,1657,138.72
2025-02-23T17:00+02:00,4753,1050,178.86
2025-02-23T18:00+02:00,5215,857,256.12
2025-02-23T19:00+02:00,5344,1078,232.7
2025-02-23T20:00+02:00,5532,886,244.86
2025-02-23T21:00+02:00,5665,634,186.15
2025-02-23T22:00+02:00,5758,569,178.86
2025-02-23T23:00+02:00,5543,493,162.61
2025-02-24T00:00+02:00,5036,276,134.11
2025-02-24T01:00+02:00,4867,242,140
2025-02-24T02:00+02:00,4293,161,124.13
2025-02-24T03:00+02:00,3929,183,120
2025-02-24T04:00+02:00,3839,227,120.1
2025-02-24T05:00+02:00,4307,317,122.21
2025-02-24T06:00+02:00,5416,582,152.54
2025-02-24T07:00+02:00,5689,682,243.08
2025-02-24T08:00+02:00,5956,1230,284.79
2025-02-24T09:00+02:00,6064,1979,186.74
2025-02-24T10:00+02:00,5961,2610,156.61
2025-02-24T11:00+02:00,5638,2888,146.6
2025-02-24T12:00+02:00,5460,2928,143.54
2025-02-24T13:00+02:00,5776,2717,137.32
2025-02-24T14:00+02:00,5691,2485,138.98
2025-02-24T15:00+02:00,5997,1938,161.57
2025-02-24T16:00+02:00,6383,1420,215.47
2025-02-24T17:00+02:00,6557,1121,284.08
2025-02-24T18:00+02:00,6561,1470,369.64
2025-02-24T19:00+02:00,6534,1606,386.04
2025-02-24T20:00+02:00,6330,1486,357.57
2025-02-24T21:00+02:00,6283,1063,236.63
2025-02-24T22:00+02:00,6214,594,200.91
2025-02-24T23:00+02:00,6095,527,178.85
2025-02-25T00:00+02:00,5720,358,141.26
2025-02-25T01:00+02:00,5403,299,157.16
2025-02-25T02:00+02:00,5131,288,138.72
2025-02-25T03:00+02:00,4622,285,133
2025-02-25T04:00+02:00,4610,284,131.94
2025-02-25T05:00+02:00,5058,297,135.29
2025-02-25T06:00+02:00,5465,376,158.68
2025-02-25T07:00+02:00,5732,740,262.67
2025-02-25T08:00+02:00,5580,2124,347.14
2025-02-25T09:00+02:00,5075,2894,178.86
2025-02-25T10:00+02:00,4674,3854,155.42
2025-02-25T11:00+02:00,3655,5004,142.38
2025-02-25T12:00+02:00,3354,5335,128.53
2025-02-25T13:00+02:00,3673,4970,127.01
2025-02-25T14:00+02:00,4491,4201,129
2025-02-25T15:00+02:00,5025,3308,137.38
2025-02-25T16:00+02:00,5553,2278,150.35
2025-02-25T17:00+02:00,5842,1074,266.64
2025-02-25T18:00+02:00,6353,942,419.35
2025-02-25T19:00+02:00,6356,1243,471.56
2025-02-25T20:00+02:00,6229,1060,438.63
2025-02-25T21:00+02:00,5952,565,287.88
2025-02-25T22:00+02:00,5752,530,178.86
2025-02-25T23:00+02:00,5691,448,163.3
2025-02-26T00:00+02:00,5072,358,134.92
2025-02-26T01:00+02:00,4185,267,124.45
2025-02-26T02:00+02:00,3642,268,122.13
2025-02-26T03:00+02:00,3542,257,118.62
2025-02-26T04:00+02:00,3551,211,118.14
2025-02-26T05:00+02:00,3680,199,118.52
2025-02-26T06:00+02:00,4293,290,131.34
2025-02-26T07:00+02:00,4694,586,185.39
2025-02-26T08:00+02:00,4512,1341,218.58
2025-02-26T09:00+02:00,4245,2639,178.85
2025-02-26T10:00+02:00,3539,3872,158.36
2025-02-26T11:00+02:00,3397,4485,144.5
2025-02-26T12:00+02:00,3319,4685,131.76
2025-02-26T13:00+02:00,3373,4639,121.09
2025-02-26T14:00+02:00,3102,4617,121.76
2025-02-26T15:00+02:00,3268,3775,129
2025-02-26T16:00+02:00,4002,2549,150.17
2025-02-26T17:00+02:00,4650,1319,184.06
2025-02-26T18:00+02:00,4919,1099,233.08
2025-02-26T19:00+02:00,5060,1237,217.27
2025-02-26T20:00+02:00,4977,1000,192.12
2025-02-26T21:00+02:00,5096,814,178.86
2025-02-26T22:00+02:00,5225,718,153.73
2025-02-26T23:00+02:00,4847,597,137.68
2025-02-27T00:00+02:00,3980,539,122.29
2025-02-27T01:00+02:00,3051,507,114.59
2025-02-27T02:00+02:00,2824,513,126.97
2025-02-27T03:00+02:00,2714,498,119.12
2025-02-27T04:00+02:00,2663,480,115.7
2025-02-27T05:00+02:00,2854,463,105.9
2025-02-27T06:00+02:00,3754,569,114.52
2025-02-27T07:00+02:00,4290,958,157.45
2025-02-27T08:00+02:00,4260,1497,164.16
2025-02-27T09:00+02:00,3871,2410,168.16
2025-02-27T10:00+02:00,3614,3127,151.99
2025-02-27T11:00+02:00,3605,3227,136.2
2025-02-27T12:00+02:00,3752,3269,132.59
2025-02-27T13:00+02:00,3593,3438,126
2025-02-27T14:00+02:00,3162,3247,117.79
2025-02-27T15:00+02:00,3614,2464,121.13
2025-02-27T16:00+02:00,4657,1834,137.95
2025-02-27T17:00+02:00,4794,1483,178.86
2025-02-27T18:00+02:00,4839,1522,178.86
2025-02-27T19:00+02:00,4850,1663,185.44
2025-02-27T20:00+02:00,4846,1453,178.86
2025-02-27T21:00+02:00,4861,1186,178.86
2025-02-27T22:00+02:00,4942,841,145.82
2025-02-27T23:00+02:00,4934,613,139.57
2025-02-28T00:00+02:00,4199,337,114.83
2025-02-28T01:00+02:00,3143,199,126.01
2025-02-28T02:00+02:00,2917,176,110.54
2025-02-28T03:00+02:00,2813,217,109.38
2025-02-28T04:00+02:00,2725,263,107.05
2025-02-28T05:00+02:00,2744,326,112.54
2025-02-28T06:00+02:00,3113,487,132.81
2025-02-28T07:00+02:00,3744,835,169.49
2025-02-28T08:00+02:00,3965,1684,213.93
2025-02-28T09:00+02:00,4050,2755,161.78
2025-02-28T10:00+02:00,3773,3718,138.94
2025-02-28T11:00+02:00,3030,4499,115
2025-02-28T12:00+02:00,2872,4848,114.43
2025-02-28T13:00+02:00,3174,4532,109.35
2025-02-28T14:00+02:00,3379,3988,109.66
2025-02-28T15:00+02:00,3561,3218,112.33
2025-02-28T16:00+02:00,4138,2295,126.49
2025-02-28T17:00+02:00,5013,1443,180.19
2025-02-28T18:00+02:00,5353,1020,223.93
2025-02-28T19:00+02:00,5654,1141,229.58
2025-02-28T20:00+02:00,5660,966,233.93
2025-02-28T21:00+02:00,5309,663,218.93
2025-02-28T22:00+02:00,5132,424,178.85
2025-02-28T23:00+02:00,4837,221,147.66
2025-03-01T00:00+02:00,4440,179,129.17
2025-03-01T01:00+02:00,3969,138,129.24
2025-03-01T02:00+02:00,3272,92,120.69
2025-03-01T03:00+02:00,3100,77,117.25
2025-03-01T04:00+02:00,3035,78,112.95
2025-03-01T05:00+02:00,2945,72,110.32
2025-03-01T06:00+02:00,3157,142,115.27
2025-03-01T07:00+02:00,3168,578,130.49
2025-03-01T08:00+02:00,2990,1795,138.87
2025-03-01T09:00+02:00,2866,2961,139.67
2025-03-01T10:00+02:00,2856,4039,139.2
2025-03-01T11:00+02:00,2428,4736,127.09
2025-03-01T12:00+02:00,2286,5050,114.06
2025-03-01T13:00+02:00,2201,4873,103.44
2025-03-01T14:00+02:00,2450,4291,99.32
2025-03-01T15:00+02:00,2770,3558,102.92
2025-03-01T16:00+02:00,3482,2345,131.19
2025-03-01T17:00+02:00,4581,1174,178.86
2025-03-01T18:00+02:00,4722,406,243.14
2025-03-01T19:00+02:00,4794,541,241.09
2025-03-01T20:00+02:00,4673,407,226.34
2025-03-01T21:00+02:00,4561,295,178.86
2025-03-01T22:00+02:00,4518,214,147.05
2025-03-01T23:00+02:00,4340,181,125.64
2025-03-02T00:00+02:00,4356,123,119.92
2025-03-02T01:00+02:00,3681,137,128.22
2025-03-02T02:00+02:00,3097,115,130.35
2025-03-02T03:00+02:00,2987,77,110.34
2025-03-02T04:00+02:00,3020,70,115.49
2025-03-02T05:00+02:00,3051,76,128
2025-03-02T06:00+02:00,3033,200,133.52
2025-03-02T07:00+02:00,3081,555,163.6
2025-03-02T08:00+02:00,3000,1142,159.09
2025-03-02T09:00+02:00,2625,1822,120.4
2025-03-02T10:00+02:00,2066,2513,100.01
2025-03-02T11:00+02:00,1955,2888,95
2025-03-02T12:00+02:00,2015,3046,95
2025-03-02T13:00+02:00,2021,2910,95
2025-03-02T14:00+02:00,2195,2346,95
2025-03-02T15:00+02:00,2287,1688,120
2025-03-02T16:00+02:00,2728,1138,74.1
2025-03-02T17:00+02:00,3915,1041,178.85
2025-03-02T18:00+02:00,4383,927,178.86
2025-03-02T19:00+02:00,4339,1039,178.86
2025-03-02T20:00+02:00,4336,1028,178.86
2025-03-02T21:00+02:00,4259,745,178.86
2025-03-02T22:00+02:00,4294,717,177.24
2025-03-02T23:00+02:00,3918,738,130.24
2025-03-03T00:00+02:00,3757,882,113.46
2025-03-03T01:00+02:00,2819,1081,113.36
2025-03-03T02:00+02:00,2453,1192,107.63
2025-03-03T03:00+02:00,2256,1390,106.26
2025-03-03T04:00+02:00,2322,1505,102.45
2025-03-03T05:00+02:00,2489,1646,106
2025-03-03T06:00+02:00,2873,2122,118.79
2025-03-03T07:00+02:00,3005,2718,140.26
2025-03-03T08:00+02:00,2859,3457,132.52
2025-03-03T09:00+02:00,2532,4270,132.59
2025-03-03T10:00+02:00,2227,4879,108.51
2025-03-03T11:00+02:00,1675,5236,46.34
2025-03-03T12:00+02:00,1417,5386,66.1
2025-03-03T13:00+02:00,1415,5308,69.99
2025-03-03T14:00+02:00,1629,5056,49.39
2025-03-03T15:00+02:00,1773,4525,83.52
2025-03-03T16:00+02:00,2364,3891,118.71
2025-03-03T17:00+02:00,3413,3268,131.69
2025-03-03T18:00+02:00,3727,3078,136.82
2025-03-03T19:00+02:00,3982,3210,138.03
2025-03-03T20:00+02:00,3875,3220,170.01
2025-03-03T21:00+02:00,3877,2946,178.86
2025-03-03T22:00+02:00,3583,2816,172.65
2025-03-03T23:00+02:00,3476,2742,157.02
2025-03-04T00:00+02:00,3286,2727,114
2025-03-04T01:00+02:00,2762,2809,105.72
2025-03-04T02:00+02:00,2696,2773,121.95
2025-03-04T03:00+02:00,2501,2829,110.34
2025-03-04T04:00+02:00,2421,2888,106.78
2025-03-04T05:00+02:00,2550,2905,115.21
2025-03-04T06:00+02:00,3127,3002,135.45
2025-03-04T07:00+02:00,3303,3653,191.94
2025-03-04T08:00+02:00,2359,5425,132.58
2025-03-04T09:00+02:00,1394,6886,112.52
2025-03-04T10:00+02:00,990,7649,69.99
2025-03-04T11:00+02:00,901,7383,17.4
2025-03-04T12:00+02:00,901,7628,15
2025-03-04T13:00+02:00,896,7302,15.34
2025-03-04T14:00+02:00,908,7100,20
2025-03-04T15:00+02:00,911,6546,65.11
2025-03-04T16:00+02:00,985,5903,107.87
2025-03-04T17:00+02:00,2317,4573,169.27
2025-03-04T18:00+02:00,3849,3787,232.55
2025-03-04T19:00+02:00,4416,3724,287.3
2025-03-04T20:00+02:00,4651,3535,231.65
2025-03-04T21:00+02:00,4419,3314,190.9
2025-03-04T22:00+02:00,4310,3284,152.77
2025-03-04T23:00+02:00,4024,3126,130
2025-03-05T00:00+02:00,3410,3075,114.48
2025-03-05T01:00+02:00,2897,3161,50
2025-03-05T02:00+02:00,2744,3234,132.45
2025-03-05T03:00+02:00,2741,3211,119.99
2025-03-05T04:00+02:00,2783,3158,115.61
2025-03-05T05:00+02:00,2886,3146,133.99
2025-03-05T06:00+02:00,3056,3457,149.88
2025-03-05T07:00+02:00,2893,4150,188.31
2025-03-05T08:00+02:00,2035,6128,133.03
2025-03-05T09:00+02:00,1047,7735,94.85
2025-03-05T10:00+02:00,918,7636,1.35
2025-03-05T11:00+02:00,924,7245,0.04
2025-03-05T12:00+02:00,906,7546,0.04
2025-03-05T13:00+02:00,909,7393,0.04
2025-03-05T14:00+02:00,912,6759,0.04
2025-03-05T15:00+02:00,971,6627,3.43
2025-03-05T16:00+02:00,1332,5876,71.11
2025-03-05T17:00+02:00,2576,4188,131.98
2025-03-05T18:00+02:00,4048,3084,183.62
2025-03-05T19:00+02:00,4596,3074,268.81
2025-03-05T20:00+02:00,4651,2899,208.44
2025-03-05T21:00+02:00,4094,2616,183.64
2025-03-05T22:00+02:00,4156,2464,161.71
2025-03-05T23:00+02:00,3904,2179,135.19
2025-03-06T00:00+02:00,3571,2085,129.33
2025-03-06T01:00+02:00,3028,1902,110.31
2025-03-06T02:00+02:00,2721,1788,110.35
2025-03-06T03:00+02:00,2569,1690,108.65
2025-03-06T04:00+02:00,2691,1704,110.1
2025-03-06T05:00+02:00,2720,1795,116.66
2025-03-06T06:00+02:00,2809,1970,146.01
2025-03-06T07:00+02:00,2901,2634,193.06
2025-03-06T08:00+02:00,2504,4690,153.33
2025-03-06T09:00+02:00,1339,6372,108.5
2025-03-06T10:00+02:00,890,7084,79.59
2025-03-06T11:00+02:00,892,6920,28.64
2025-03-06T12:00+02:00,888,6689,5.1
2025-03-06T13:00+02:00,886,6335,1.23
2025-03-06T14:00+02:00,882,5745,0.57
2025-03-06T15:00+02:00,957,5378,13.16
2025-03-06T16:00+02:00,1897,4370,73.46
2025-03-06T17:00+02:00,3255,2355,121.21
2025-03-06T18:00+02:00,4220,1495,220.01
2025-03-06T19:00+02:00,4489,2041,270
2025-03-06T20:00+02:00,4876,2168,259.43
2025-03-06T21:00+02:00,4293,1497,221.8
2025-03-06T22:00+02:00,4461,1152,162.56
2025-03-06T23:00+02:00,4675,1150,161.8
2025-03-07T00:00+02:00,3776,1136,128.4
2025-03-07T01:00+02:00,3161,1270,109.86
2025-03-07T02:00+02:00,2386,1286,108.5
2025-03-07T03:00+02:00,2255,1294,101.95
2025-03-07T04:00+02:00,2293,1283,103.78
2025-03-07T05:00+02:00,2555,1232,107.42
2025-03-07T06:00+02:00,2787,1422,129.92
2025-03-07T07:00+02:00,2907,2273,153.3
2025-03-07T08:00+02:00,2106,4110,151.28
2025-03-07T09:00+02:00,1531,5651,120.04
2025-03-07T10:00+02:00,1056,6744,30.66
2025-03-07T11:00+02:00,983,7055,14.04
2025-03-07T12:00+02:00,957,7420,12.27
2025-03-07T13:00+02:00,906,7221,12.79
2025-03-07T14:00+02:00,899,6426,8.02
2025-03-07T15:00+02:00,1004,5438,38.15
2025-03-07T16:00+02:00,1789,4151,94.72
2025-03-07T17:00+02:00,3037,2302,133.66
2025-03-07T18:00+02:00,4195,1501,163.1
2025-03-07T19:00+02:00,4581,1681,229.94
2025-03-07T20:00+02:00,4310,1497,197.89
2025-03-07T21:00+02:00,4163,1455,165.89
2025-03-07T22:00+02:00,4232,1380,138.63
2025-03-07T23:00+02:00,4338,1338,131.17
2025-03-08T00:00+02:00,3554,1272,128.95
2025-03-08T01:00+02:00,3430,1151,135.7
2025-03-08T02:00+02:00,2816,1214,129.17
2025-03-08T03:00+02:00,2835,1193,130.89
2025-03-08T04:00+02:00,2787,1135,127.6
2025-03-08T05:00+02:00,2835,1232,130.08
2025-03-08T06:00+02:00,2854,1370,140.96
2025-03-08T07:00+02:00,2611,2076,134.04
2025-03-08T08:00+02:00,1615,3766,123.29
2025-03-08T09:00+02:00,935,5220,98.04
2025-03-08T10:00+02:00,902,5892,28.86
2025-03-08T11:00+02:00,898,5740,12.89
2025-03-08T12:00+02:00,894,6303,2.21
2025-03-08T13:00+02:00,893,6058,0.53
2025-03-08T14:00+02:00,918,5030,0.04
2025-03-08T15:00+02:00,950,4506,0.08
2025-03-08T16:00+02:00,1249,3673,59.29
2025-03-08T17:00+02:00,2370,2023,123.55
2025-03-08T18:00+02:00,3283,1292,168.73
2025-03-08T19:00+02:00,3795,1542,220.88
2025-03-08T20:00+02:00,3637,1281,217.73
2025-03-08T21:00+02:00,3531,952,179.86
2025-03-08T22:00+02:00,3514,939,168.33
2025-03-08T23:00+02:00,3512,909,158.17
2025-03-09T00:00+02:00,3055,906,122.2
2025-03-09T01:00+02:00,2136,948,112.6
2025-03-09T02:00+02:00,1676,973,117.3
2025-03-09T03:00+02:00,1449,1032,106.96
2025-03-09T04:00+02:00,1367,1073,107.07
2025-03-09T05:00+02:00,1363,1183,110.35
2025-03-09T06:00+02:00,1593,1313,112.21
2025-03-09T07:00+02:00,1367,1996,108.53
2025-03-09T08:00+02:00,806,3635,96.98
2025-03-09T09:00+02:00,748,4869,12.79
2025-03-09T10:00+02:00,834,5460,7.65
2025-03-09T11:00+02:00,750,5975,7.64
2025-03-09T12:00+02:00,742,5876,0.04
2025-03-09T13:00+02:00,733,5307,0.04
2025-03-09T14:00+02:00,735,4757,0.04
2025-03-09T15:00+02:00,796,3921,0.6
2025-03-09T16:00+02:00,875,3195,17.39
2025-03-09T17:00+02:00,1567,1743,122.01
2025-03-09T18:00+02:00,2711,723,155
2025-03-09T19:00+02:00,3453,646,153.29
2025-03-09T20:00+02:00,3526,666,153.3
2025-03-09T21:00+02:00,3549,521,143.89
2025-03-09T22:00+02:00,3350,265,134.59
2025-03-09T23:00+02:00,2843,269,116.92
2025-03-10T00:00+02:00,2828,275,111.67
2025-03-10T01:00+02:00,2303,281,106.14
2025-03-10T02:00+02:00,2055,431,108.59
2025-03-10T03:00+02:00,1911,540,105.93
2025-03-10T04:00+02:00,1888,591,105.92
2025-03-10T05:00+02:00,2014,583,107.09
2025-03-10T06:00+02:00,2445,767,138.84
2025-03-10T07:00+02:00,2409,1447,154.66
2025-03-10T08:00+02:00,1919,3355,158.87
2025-03-10T09:00+02:00,1338,4823,106.88
2025-03-10T10:00+02:00,968,6061,35.35
2025-03-10T11:00+02:00,779,6095,34.6
2025-03-10T12:00+02:00,781,6216,15
2025-03-10T13:00+02:00,830,6100,15.98
2025-03-10T14:00+02:00,792,6077,39.54
2025-03-10T15:00+02:00,823,5735,75.91
2025-03-10T16:00+02:00,1399,4590,99.81
2025-03-10T17:00+02:00,2058,2861,131.26
2025-03-10T18:00+02:00,3186,2208,146.11
2025-03-10T19:00+02:00,3774,2469,174.8
2025-03-10T20:00+02:00,3977,2548,149.6
2025-03-10T21:00+02:00,3876,2250,128.93
2025-03-10T22:00+02:00,3765,1972,120.83
2025-03-10T23:00+02:00,3108,1926,107.17
2025-03-11T00:00+02:00,2878,1738,98.5
2025-03-11T01:00+02:00,2205,1586,105.59
2025-03-11T02:00+02:00,1764,1592,103.1
2025-03-11T03:00+02:00,1775,1548,100.43
2025-03-11T04:00+02:00,1768,1514,101.5
2025-03-11T05:00+02:00,1789,1519,104.31
2025-03-11T06:00+02:00,2070,1604,112.55
2025-03-11T07:00+02:00,2365,2345,143.09
2025-03-11T08:00+02:00,2112,4124,148.61
2025-03-11T09:00+02:00,1348,5630,99.87
2025-03-11T10:00+02:00,895,6341,35.35
2025-03-11T11:00+02:00,875,6324,14.8
2025-03-11T12:00+02:00,896,6549,12.78
2025-03-11T13:00+02:00,913,6467,13.09
2025-03-11T14:00+02:00,912,6037,35.34
2025-03-11T15:00+02:00,1058,5698,103.96
2025-03-11T16:00+02:00,1650,4357,115.11
2025-03-11T17:00+02:00,2743,3324,132.38
2025-03-11T18:00+02:00,3588,3012,157.94
2025-03-11T19:00+02:00,3980,3067,183.28
2025-03-11T20:00+02:00,3716,3143,124.64
2025-03-11T21:00+02:00,3431,2968,148.24
2025-03-11T22:00+02:00,3463,2902,133.9
2025-03-11T23:00+02:00,2683,2949,122.49
2025-03-12T00:00+02:00,2202,2928,107.49
2025-03-12T01:00+02:00,2152,2852,101.97
2025-03-12T02:00+02:00,2037,2836,100.53
2025-03-12T03:00+02:00,1899,2839,98.04
2025-03-12T04:00+02:00,1897,2801,98.03
2025-03-12T05:00+02:00,2033,2745,103.14
2025-03-12T06:00+02:00,2028,2744,112.62
2025-03-12T07:00+02:00,1821,3164,139.63
2025-03-12T08:00+02:00,1847,4221,155.6
2025-03-12T09:00+02:00,1625,5570,118.07
2025-03-12T10:00+02:00,978,6567,97.36
2025-03-12T11:00+02:00,903,6839,58
2025-03-12T12:00+02:00,952,7028,55
2025-03-12T13:00+02:00,1056,7046,58
2025-03-12T14:00+02:00,1007,6482,87.14
2025-03-12T15:00+02:00,1514,5202,101.67
2025-03-12T16:00+02:00,2535,4038,118.85
2025-03-12T17:00+02:00,2975,3488,137.36
2025-03-12T18:00+02:00,3723,3290,151.28
2025-03-12T19:00+02:00,3780,3460,141.09
2025-03-12T20:00+02:00,3765,3200,177.87
2025-03-12T21:00+02:00,3330,3181,140.61
2025-03-12T22:00+02:00,3145,3156,132.2
2025-03-12T23:00+02:00,2916,3115,120
2025-03-13T00:00+02:00,2305,3246,101.24
2025-03-13T01:00+02:00,1929,3265,90.14
2025-03-13T02:00+02:00,1922,3126,88.56
2025-03-13T03:00+02:00,1932,3027,74.18
2025-03-13T04:00+02:00,1668,3030,76
